station_name,coords,latitude,longitude,names,admin1,admin2,country
"SANGSTER INTERNATIONAL, JM","(18.503717, -77.913358)",18.47116,-77.91883,Montego Bay,Saint James,,JM
"BUENOS AIRES OBS, AR","(-34.5833333, -58.4833333)",-34.61082,-58.481,Villa Santa Rita,Buenos Aires F.D.,,AR
"BUFFALO 13 ESE, SD US","(45.516, -103.3017)",45.58416,-103.54603,Buffalo,South Dakota,Harding County,US
"INARI SAARISELKA, FI","(68.4166666, 27.4166666)",68.65986,27.53891,Ivalo,Lapland,Pohjois-Lappi,FI
"DAMASCUS INTERNATIONAL, SY","(33.411522, 36.515558)",33.44884,36.55765,Harran al `Awamid,Rif-dimashq,,SY
"LUND SOL, SW","(55.7166666, 13.2166666)",55.70584,13.19321,Lund,Skane,Lunds Kommun,SE
"NEKHEL, EG","(29.9166666, 33.7333333)",29.97371,32.52627,Suez,As Suways,,EG
"KING KHALED AB, SA","(18.297286, 42.803536)",18.3,42.73333,Khamis Mushait,Mintaqat `Asir,,SA
"NERCHINSKIJ ZAVOD, RS","(51.3166666, 119.6166666)",51.30829,119.61597,Nerchinskiy Zavod,Transbaikal Territory,,RU
"BOM JESUS DA LAPA, BR","(-13.2666666, -43.4166666)",-13.255,-43.41806,Bom Jesus da Lapa,Bahia,Bom Jesus Da Lapa,BR
"LUBECK BLANKENSEE, GM","(53.805367, 10.719222)",53.8,10.75,Gross Gronau,Schleswig-Holstein,,DE
"KIRIKKALE, TU","(39.85, 33.5166666)",39.84528,33.50639,Kirikkale,Kirikkale,,TR
"TISKA, AG","(24.292767, 9.452444)",24.96472,10.17278,Ghat,Sha`biyat Ghat,,LY
"CLEVELAND MUNICIPAL AIRPORT, MS US","(33.86113, -90.75788)",33.87817,-90.72732,Mound Bayou,Mississippi,Bolivar County,US
"NAIROBI DAGORETTI, KE","(-1.3, 36.75)",-1.28333,36.81667,Nairobi,Nairobi Area,,KE
"SOTKAMO KUOLANIEMI, FI","(64.1166666, 28.3333333)",64.14466,28.28196,Vuokatti,Kainuu,Kajaani,FI
"UWAJIMA, JA","(33.2333333, 132.55)",33.22375,132.56001,Uwajima,Ehime,,JP
"YESILIRMAK, CY","(35.1666666, 32.7333333)",35.17897,32.686,Kato Pyrgos,Lefkosia,,CY
"ALPHA RAYNESFORD, MT US","(47.2833333, -110.8)",47.50549,-111.18302,Malmstrom Air Force Base,Montana,Cascade County,US
"MANHUACU, BR","(-20.2666666, -42.1833333)",-20.25806,-42.03361,Manhuacu,Minas Gerais,Manhuacu,BR
"HAIKOU, CH","(20.0, 110.25)",20.01096,110.27607,Haixiu,Hainan,,CN
"SAN JOSE REID HILLVIEW AIRPORT, CA US","(37.33333, -121.81667)",37.36605,-121.82718,Alum Rock,California,Santa Clara County,US
"BUOCHS AIRPORT STANS, SZ","(46.9666666, 8.4)",46.98423,8.41003,Ennetburgen,Nidwalden,Nidwalden,CH
"MOGOCHA, RS","(53.75, 119.7333333)",53.73417,119.76515,Mogocha,Transbaikal Territory,,RU
"MONTE SETTEPANI, IT","(44.2333333, 8.2)",44.28145,8.20096,Osiglia,Liguria,Provincia di Savona,IT
"VICKSBURG, MS US","(32.23333, -90.93333)",32.35265,-90.87788,Vicksburg,Mississippi,Warren County,US
"SALLA KK MYLLYTIE, FI","(66.8333333, 28.6666666)",66.83333,28.66667,Salla,Lapland,Itae-Lappi,FI
"SAZAN ISLAND, AL","(40.5, 19.2833333)",40.46667,19.48972,Vlore,Vlore,,AL
"BIRATNAGAR, NP","(26.481453, 87.264036)",26.4831,87.28337,Biratnagar,Eastern Region,Kosi Zone,NP
"SHISANJIANFANG, CH","(43.2166666, 91.7333333)",43.59881,93.00862,Barkol,Xinjiang Uygur Zizhiqu,,CN
"DIANOPOLIS, BR","(-11.6, -46.85)",-12.40389,-46.43611,Taguatinga,Tocantins,Taguatinga,BR
"QINGYUAN, CH","(42.0666666, 124.8666666)",41.91817,124.95624,Dasuhe,Liaoning,,CN
"PAULATUK, CA","(69.361111, -124.05861)",65.28201,-126.8329,Norman Wells,Northwest Territories,,CA
"TJOTTA, NO","(65.8166666, 12.4166666)",65.6978,12.43706,Vevelstad,Nordland,Vevelstad,NO
"MOYALE LOWER ODA, KE","(3.5333333, 39.05)",3.5216,39.05472,Moyale,Marsabit,,KE
"KYAUKTAW, BM","(20.85, 92.6333333)",20.86382,92.30153,Teknaf,Chittagong,,BD
"AUSTIN AIRPORT, NV US","(39.4679444, -117.197444)",40.64213,-116.93427,Battle Mountain,Nevada,Lander County,US
"PENTICTON, CA","(49.463056, -119.602222)",49.48062,-119.58584,Penticton,British Columbia,,CA
"WADDINGTON, UK","(53.166167, -0.523811)",53.16667,-0.53333,Waddington,England,Lincolnshire,GB
"MENORCA, SP","(39.862597, 4.218647)",39.84939,4.25819,Sant Lluis,Balearic Islands,Illes Balears,ES
"MATTOON CHARLESTON COLES CO AIRPORT, IL US","(39.47437, -88.27235)",39.49615,-88.17615,Charleston,Illinois,Coles County,US
"NOUPOORT, SF","(-31.1833333, 24.95)",-31.18736,24.94991,Noupoort,Northern Cape,Pixley ka Seme District Municipality,ZA
"OSCAR GROVER, CO US","(40.8833333, -104.0)",41.18193,-104.06912,Pine Bluffs,Wyoming,Laramie County,US
"NOVA GORICA, SI","(45.9, 13.6333333)",45.89444,13.63222,Bilje,Miren-Kostanjevica,,SI
"PICKLE LAKE A, CA","(51.45, -90.2)",49.78334,-92.75032,Dryden,Ontario,,CA
"BOLTIGEN, SZ","(46.6333333, 7.3833333)",46.6289,7.39111,Boltigen,Bern,Obersimmental-Saanen District,CH
"MOORE CO AIRPORT, NC US","(35.23722, -79.39111)",35.25571,-79.37225,Whispering Pines,North Carolina,Moore County,US
"SOLYANKA, RS","(56.1666666, 95.2666666)",56.20111,95.46111,Filimonovo,Krasnoyarskiy,,RU
"EDMONTON INTERNATIONAL, CA","(53.309723, -113.579722)",53.26682,-113.55201,Leduc,Alberta,,CA
"MINERAL POINT IOWA CO AIRPORT, WI US","(42.88667, -90.23611)",42.86,-90.17985,Mineral Point,Wisconsin,Iowa County,US
"HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US","(26.2303, -97.65565)",26.19063,-97.6961,Harlingen,Texas,Cameron County,US
"MALLAM AMINU INTERNATIONAL, NI","(12.047589, 8.524622)",12.00012,8.51672,Kano,Kano,,NG
"LVIV INTERNATIONAL, UP","(49.8125, 23.956111)",49.83333,23.9,Rudne,Lviv,,UA
"DE LA ROMANA INTNAL, DR","(18.45, -68.92)",18.42733,-68.97285,La Romana,La Romana,,DO
"LONG ISLAND, IN","(12.4166666, 92.9333333)",11.7,92.71667,Bamboo Flat,Andaman and Nicobar Islands,,IN
"PADUCAH BARKLEY REGIONAL AIRPORT, KY US","(37.05635, -88.77425)",37.01672,-88.73061,Massac,Kentucky,McCracken County,US
"ANTANANARIVO VILLE, MA","(-18.8666666, 47.5)",-18.91368,47.53613,Antananarivo,Analamanga,,MG
"DONG HOI, VM","(17.4833333, 106.6)",17.46885,106.62226,Kwang Binh,Quang Binh,,VN
"SASOVO, RS","(54.35, 41.9666666)",54.35369,41.91986,Sasovo,Rjazan,,RU
"PILOT POINT, AK US","(57.58, -157.58)",59.03972,-158.4575,Dillingham,Alaska,Dillingham Census Area,US
"BOLLON MARY ST, AS","(-28.0333333, 147.4833333)",-29.42743,147.97865,Lightning Ridge,New South Wales,Walgett,AU
"RATNAGIRI, IN","(16.9833333, 73.3333333)",16.99154,73.31022,Ratnagiri,Maharashtra,Ratnagiri,IN
"DILLINGHAM AIRPORT, AK US","(59.05, -158.5167)",59.03972,-158.4575,Dillingham,Alaska,Dillingham Census Area,US
"ARVIKA, SW","(59.675856, 12.639442)",59.65528,12.58518,Arvika,Vaermland,Arvika Kommun,SE
"CHURCH LAWFORD, UK","(52.3666666, -1.3333333)",52.38176,-1.30716,Long Lawford,England,Warwickshire,GB
"GWA, BM","(17.5833333, 94.5833333)",16.77919,94.73212,Pathein,Ayeyarwady,,MM
"TYUMYATI, RS","(71.9166666, 123.5666666)",66.76601,123.37418,Zhigansk,Sakha,,RU
"TAMPERE SIILINKARI, FI","(61.5166666, 23.75)",61.49911,23.78712,Tampere,Pirkanmaa,Tampere,FI
"LAMBERTVILLE TOLEDO SUBURBAN AIRPORT, MI US","(41.73583, -83.65528)",41.76588,-83.62799,Lambertville,Michigan,Monroe County,US
"MUKHINO, RS","(51.807764, 107.437644)",51.80036,107.44437,Sokol,Respublika Buryatiya,,RU
"POWELL MUNICIPAL, WY US","(44.867161, -108.793428)",44.75384,-108.75735,Powell,Wyoming,Park County,US
"BARRIE ORO, CA","(44.48, -79.55)",44.40011,-79.66634,Barrie,Ontario,,CA
"SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","(29.33896, -98.47198)",29.42412,-98.49363,San Antonio,Texas,Bexar County,US
"WESTERN HEAD NS, CA","(43.9833333, -64.6666666)",44.38345,-64.51546,Bridgewater,Nova Scotia,,CA
"COLLARENBRI ALBERT STREET, AS","(-29.55, 148.5833333)",-29.42743,147.97865,Lightning Ridge,New South Wales,Walgett,AU
"SENTANI, ID","(-2.576953, 140.516372)",-2.5691,140.5127,Sentani,Papua,,ID
"DEMIR KAPIJA, MK","(41.4166666, 22.25)",41.405,22.24889,Demir Kapija,Demir Kapija,,MK
"KOINGNAAS, SF","(-30.2, 17.2833333)",-30.56223,17.98905,Garies,Northern Cape,Namakwa District Municipality,ZA
"KAILUA KONA KE AHOLE AIRPORT, HI US","(19.73782, -156.04795)",19.72861,-155.98167,Kalaoa,Hawaii,Hawaii County,US
"OBRESTAD, NO","(58.65, 5.5666666)",58.66546,5.63788,Naerbo,Rogaland,Ha,NO
"COMANDANTE ESPORA, AR","(-38.724967, -62.169317)",-38.71959,-62.27243,Bahia Blanca,Buenos Aires,Partido de Bahia Blanca,AR
"CONNAUGHT, EI","(53.910297, -8.818492)",53.95,-8.95,Swinford,Connaught,Maigh Eo,IE
"BITAM, GB","(2.075639, 11.493195)",2.07597,11.50065,Bitam,Woleu-Ntem,,GA
"IRONWOOD, MI US","(46.53333, -90.13333)",46.45467,-90.17101,Ironwood,Michigan,Gogebic County,US
"NASHUA BOIRE FIELD, NH US","(42.78333, -71.51667)",42.76537,-71.46757,Nashua,New Hampshire,Hillsborough County,US
"FUSHIKI, JA","(36.8, 137.05)",36.77957,137.07576,Nishishinminato,Toyama,,JP
"KALISPELL GLACIER AIRPORT, MT US","(48.30408, -114.26426)",48.22579,-114.27624,Evergreen,Montana,Flathead County,US
"CORRIENTES, AR","(-27.445503, -58.761864)",-27.4806,-58.8341,Corrientes,Corrientes,,AR
"ES SENIA, AG","(35.623858, -0.621183)",35.64779,-0.62397,Es Senia,Oran,,DZ
"BUCKEYE MUNICIPAL AIRPORT, AZ US","(33.417, -112.683)",33.37032,-112.58378,Buckeye,Arizona,Maricopa County,US
"LEONORA AERO, AS","(-28.8833333, 121.3166666)",-30.74614,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU
"GRENADIER ISLAND ONT, CA","(44.4166666, -75.85)",44.33588,-75.91773,Alexandria Bay,New York,Jefferson County,US
"AASIAAT MITTARFIA, GL","(68.717, -52.8)",68.70981,-52.86988,Aasiaat,Qaasuitsup,,GL
"MADRUSHKAT, TI","(39.4333333, 69.6666666)",39.41691,69.28677,Mehron,Viloyati Sughd,,TJ
"MANDI, IN","(31.7166666, 76.9666666)",31.71079,76.93152,Mandi,Himachal Pradesh,Mandi,IN
"PLAINE CORAIL, MP","(-19.75, 63.37)",-19.69444,63.40833,Baie aux Huitres,Rodrigues,,MU
"BAHIA NEGRA, PA","(-20.2287, -58.1691)",-21.04153,-57.87377,Fuerte Olimpo,Alto Paraguay,,PY
"ARVIDSJAUR, SW","(65.6, 19.2666666)",65.59033,19.16682,Arvidsjaur,Norrbotten,Arvidsjaurs Kommun,SE
"DENPASAR NGURAH RAI, ID","(-8.7487, 115.167211)",-8.7519,115.1769,Kelanabian,Bali,,ID
"OMNO GOBI, MG","(49.0166666, 91.7166666)",49.10641,91.71782,Namir,Uvs,,MN
"FORT STOCKTON PECOS CO AIRPORT, TX US","(30.91193, -102.91714)",30.89404,-102.87932,Fort Stockton,Texas,Pecos County,US
"MAMFE, CM","(5.7166667, 9.2833333)",5.75132,9.3137,Mamfe,South-West Province,,CM
"WIENER NEUSTADT EAST, AU","(47.843333, 16.260139)",47.83333,16.28333,Lichtenworth,Lower Austria,Politischer Bezirk Wiener Neustadt,AT
"LETING, CH","(39.4333333, 118.9)",39.5,118.7,Bencheng,Hebei,,CN
"OMAHA EPPLEY AIRFIELD, NE US","(41.31186, -95.90186)",41.29055,-95.91807,Carter Lake,Iowa,Pottawattamie County,US
"NDJILI INTERNATIONAL, CG","(-4.38575, 15.444569)",-4.38361,15.39139,Masina,Kinshasa,,CD
"SHIMOGA, IN","(13.9333333, 75.6333333)",13.93157,75.56791,Shimoga,Karnataka,Shimoga,IN
"PALLASOVKA, RS","(50.05, 46.8833333)",50.05,46.88333,Pallasovka,Volgograd,,RU
"KENIEBA, ML","(12.85, -11.2333333)",12.28333,-10.96667,Dire,,,ML
"WEBSTER CITY MUNICIPAL AIRPORT, IA US","(42.43639, -93.86861)",42.46942,-93.81605,Webster City,Iowa,Hamilton County,US
"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US","(39.33948, -81.44379)",39.37285,-81.39567,Reno,Ohio,Washington County,US
"BALTIM, EG","(31.55, 31.1)",31.31146,31.14766,Al Hamul,Kafr ash Shaykh,,EG
"SLIAC, LO","(48.65, 19.15)",48.57442,19.15324,Zvolen,Banskobystricky,Okres Banska Bystrica,SK
"DUQM AIRPORT, MU","(19.5166666, 57.65)",19.95931,56.27575,Hayma',Al Wusta,,OM
"MARSHALL MEM MUNICIPAL, MO US","(39.095756, -93.202878)",39.12308,-93.19687,Marshall,Missouri,Saline County,US
"EAST GEORGIA REGIONAL AIRPORT, GA US","(32.609, -82.37)",32.59739,-82.33374,Swainsboro,Georgia,Emanuel County,US
"BETHEL AIRPORT, AK US","(60.78497, -161.82931)",60.79222,-161.75583,Bethel,Alaska,Bethel Census Area,US
"BORA BORA, FP","(-16.4333333, -151.75)",-16.48679,-151.74102,Faanui,,,PF
"KARMOY, NO","(59.345267, 5.208364)",59.29483,5.21874,Vedavagen,Rogaland,Karmoy,NO
"OLGAING, UZ","(42.1666666, 70.8833333)",41.76536,71.09181,Kanysh-Kyya,Jalal-Abad,,KG
"ROMA AIRPORT, AS","(-26.55, 148.7833333)",-26.56741,148.78751,Roma,Queensland,Maranoa,AU
"THUNDER BAY, CA","(48.3666666, -89.3166666)",48.38202,-89.25018,Thunder Bay,Ontario,Thunder Bay District,CA
"ALPNACH, SZ","(46.943889, 8.284167)",46.94227,8.2718,Alpnach,Obwalden,Obwalden,CH
"GENERAL PICO, AR","(-35.696183, -63.758286)",-35.65662,-63.75682,General Pico,La Pampa,,AR
"MEADOW LAKE A, CA","(54.125278, -108.522778)",54.13348,-108.43471,Meadow Lake,Saskatchewan,,CA
"TEXAS STATE AQUARIUM, TX US","(27.812, -97.39)",27.80058,-97.39638,Corpus Christi,Texas,Nueces County,US
"BOL BERIM, CD","(13.4333333, 14.7333333)",13.45861,14.71472,Bol,Lac,,TD
"ATLANTIC CITY MARINA, NJ US","(39.37778, -74.42361)",39.36428,-74.42293,Atlantic City,New Jersey,Atlantic County,US
"LOS ANGELES DOWNTOWN USC, CA US","(34.0236, -118.2911)",34.05223,-118.24368,Los Angeles,California,Los Angeles County,US
"CRANBROOK AIRPORT AUTO, CA","(49.6166666, -115.7833333)",49.49991,-115.76879,Cranbrook,British Columbia,,CA
"BECHAR, AG","(31.645744, -2.269861)",31.61667,-2.21667,Bechar,Bechar,,DZ
"SOCORRO MUNICIPAL AIRPORT, NM US","(34.06667, -106.9)",34.0584,-106.89142,Socorro,New Mexico,Socorro County,US
"ALERT, CA","(82.517778, -62.280556)",72.78684,-56.15485,Upernavik,Qaasuitsup,,GL
"YU XIAN, CH","(39.8333333, 114.5666666)",39.79538,114.18303,Huquan,Shanxi Sheng,,CN
"STOCKTON AIRPORT, CA US","(37.88997, -121.22637)",37.88409,-121.27106,French Camp,California,San Joaquin County,US
"GENERAL HERIBERTO JARA INTERNATIONAL, MX","(19.145931, -96.187267)",19.15194,-96.19778,Las Amapolas,Veracruz,Veracruz,MX
"KILLARNEY AUT ONT, CA","(45.9666666, -81.4833333)",46.25837,-81.76649,Espanola,Ontario,,CA
"CAPE BELLAVISTA, IT","(39.9333333, 9.7166667)",39.93444,9.70556,Arbatax,Sardinia,Provincia di Ogliastra,IT
"PAVELETS, RS","(53.7833333, 39.25)",53.78833,39.24601,Pavelets,Rjazan,,RU
"PILANI, IN","(28.3333333, 75.5833333)",28.3654,75.60296,Pilani,Rajasthan,Jhunjhunun,IN
"SMIDOVICH, RS","(48.6166666, 133.8333333)",48.59647,133.80866,Smidovich,Jewish Autonomous Oblast,,RU
"MISSOULA INTERNATIONAL AIRPORT, MT US","(46.92076, -114.09376)",46.86326,-114.04844,Orchard Homes,Montana,Missoula County,US
"BET DAGAN, IS","(32.0, 34.8166666)",31.99712,34.8233,Bet Dagan,Central District,,IL
"MORMUGAO, IN","(15.4166666, 73.7833333)",15.40927,73.78869,Marmagao,Goa,South Goa,IN
"COCOS KEELING ISLAND, CK","(-12.188333, 96.833889)",-12.15681,96.82251,West Island,,,CC
"ACQUAROSSA COMPROVASCO, SZ","(46.4666666, 8.9333333)",46.45176,8.93999,Acquarossa,Ticino,Blenio District,CH
"JOBA, MU","(20.8666666, 58.25)",22.3756,57.52334,Adam,Muhafazat ad Dakhiliyah,,OM
"NEPTUNE ISLAND, AS","(-35.3333333, 136.1166666)",-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU
"KAZYR, RS","(53.6833333, 94.2)",54.16667,93.3,Koshurnikovo,Krasnoyarskiy,,RU
"MOROMBE, MA","(-21.753867, 43.375533)",-21.43333,44.33333,Manja,Menabe,Manja District,MG
"KAJAANI PETAISENNISKA, FI","(64.2166666, 27.75)",64.22728,27.72846,Kajaani,Kainuu,Kajaani,FI
"JI AN, CH","(41.15, 126.2166666)",41.13215,126.20181,Minzhu,Jilin Sheng,,CN
"IBB, YM","(14.0, 44.3333333)",13.9877,44.2749,Qaryat ad Da`is,Ibb,Ba'dan,YE
"TASIILAQ, GL","(65.6, -37.6333333)",65.61451,-37.63676,Tasiilaq,Sermersooq,,GL
"KOUVOLA UTTI LENTOPORTINTIE, FI","(60.8833333, 26.9333333)",60.68333,26.83333,Anjala,Kymenlaakso,Kouvola,FI
"ILYINSKIY, RS","(47.9833333, 142.2)",47.76482,142.07106,Tomari,Sakhalin,,RU
"GRAND TRAVERSE LIGHT, MI US","(45.2, -85.55)",45.02305,-85.75981,Leland,Michigan,Leelanau County,US
"UTSIRA FYR, NO","(59.3, 4.8666666)",59.3057,4.8862,Utsira,Rogaland,Utsira,NO
"VRANJE, RI","(42.55, 21.9166666)",42.55139,21.90028,Vranje,Central Serbia,Pcinjski Okrug,RS
"LAHR, GM","(48.36925, 7.827722)",48.34042,7.86886,Lahr,Baden-Wuerttemberg,Freiburg Region,DE
"VESTMANNAEYJAR, IC","(63.424303, -20.278875)",63.44273,-20.27339,Vestmannaeyjar,South,,IS
"BAENGNYEONGDO, KS","(37.966099, 124.630447)",38.25083,125.09611,Changyon,Hwanghae-namdo,,KP
"SAN CLEMENTE ISLAND NAAS, CA US","(33.02333, -118.58806)",33.34281,-118.32785,Avalon,California,Los Angeles County,US
"JOAO PESSOA, BR","(-7.1, -34.8666666)",-7.115,-34.86306,Joao Pessoa,Paraiba,Joao Pessoa,BR
"SAVE, SW","(57.774722, 11.870372)",57.69195,11.91605,Majorna,Vaestra Goetaland,Goteborg,SE
"IONIA CO AIRPORT, MI US","(42.938, -85.061)",42.98725,-85.07112,Ionia,Michigan,Ionia County,US
"CARACAL, RO","(44.1, 24.3666666)",44.0779,24.35863,Comanca,Olt,Comuna Deveselu,RO
"KINGSTONE AERO, AS","(-35.7166666, 137.5166666)",-35.6559,137.6393,Kingscote,South Australia,Kangaroo Island,AU
"BANCROFT AUTO ONT, CA","(45.0666666, -77.8666666)",45.05752,-77.85702,Bancroft,Ontario,,CA
"NGQURA COEGA, SF","(-33.8, 25.6666666)",-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA
"UROMIYEH, IR","(37.668167, 45.068667)",37.55274,45.07605,Orumiyeh,Azarbayjan-e Gharbi,,IR
"EROS, WA","(-22.612239, 17.080442)",-22.55941,17.08323,Windhoek,Khomas,,NA
"FITZGERALD MUNICIPAL AIRPORT, GA US","(31.684, -83.27)",31.71491,-83.25265,Fitzgerald,Georgia,Ben Hill County,US
